Date,Open,High,Low,Close,Shares Traded,Turnover (₹ Cr),Daily_Return,MA20,MA50,MA200,Volatility20,Price_Change_%
28-08-2025,24695.8,24702.65,24481.6,24500.9,326601486,29371.67,-0.008544415,24723.025,25006.243,24075.51675,0.006253499,-0.789203022
29-08-2025,24466.7,24572.45,24404.7,24426.85,325543583,26796.69,-0.003022338,24701.615,24998.539,24077.31846,0.006256717,-0.162874438
01-09-2025,24432.7,24635.6,24432.7,24625.05,229327424,20704.88,0.008114022,24694.45,24995.175,24080.11301,0.006531078,0.787264608
02-09-2025,24653,24756.1,24522.35,24579.6,271558516,22051.8,-0.001845682,24695.1625,24984.519,24082.64848,0.006274795,-0.297732527
03-09-2025,24616.5,24737.05,24533.2,24715.05,340283328,23533.08,0.005510667,24694.7775,24979.382,24085.84242,0.006230004,0.400341235
04-09-2025,24980.75,24980.75,24708.2,24734.3,314094160,30252.19,0.000778878,24699.015,24973.181,24089.10101,0.006192378,-0.986559651
05-09-2025,24818.85,24832.35,24621.6,24741,210071924,18530.24,0.000270879,24707.355,24963.106,24092.3605,0.006145076,-0.313672874
08-09-2025,24802.6,24885.5,24751.55,24773.15,213228202,20122.88,0.001299462,24716.205,24947.589,24098.95725,0.006147615,-0.118737552
09-09-2025,24864.1,24891.8,24814,24868.6,226919775,22356.88,0.003852962,24741.47,24932.205,24105.70775,0.005732596,0.018098383
10-09-2025,24991,25035.7,24915.05,24973.1,244146466,22458.98,0.004202086,24760.8725,24921.326,24113.82375,0.005468672,-0.071625785
11-09-2025,24945.5,25037.3,24940.15,25005.5,224570983,21316.72,0.001297396,24786.7775,24910.6,24119.315,0.005352494,0.240524343
12-09-2025,25074.45,25139.45,25038.05,25114,225739766,21335.67,0.004339045,24811.51,24903.812,24123.7755,0.005312835,0.157730279
15-09-2025,25118.9,25138.45,25048.75,25069.2,185375759,17115.6,-0.001783866,24833.405,24897.09,24128.149,0.005348707,-0.197858983
16-09-2025,25073.6,25261.4,25070.45,25239.1,240122320,22642.86,0.006777241,24851.5125,24892.652,24132.97,0.005105434,0.660056793
17-09-2025,25276.6,25346.5,25275.35,25330.25,268936695,23484.12,0.00361146,24868.9925,24890.031,24140.0505,0.005087205,0.212251648
18-09-2025,25441.05,25448.55,25329.75,25423.6,272193683,24198.11,0.003685317,24887.645,24888.053,24146.513,0.00511021,-0.068589936
19-09-2025,25410.2,25431.4,25286.3,25327.05,380362832,38805.58,-0.003797653,24899.81,24885.072,24151.768,0.00520742,-0.327230797
22-09-2025,25238.1,25331.7,25151.05,25202.35,254509892,25277.82,-0.00492359,24916.4225,24882.014,24155.494,0.004934909,-0.141650917
23-09-2025,25209,25261.9,25084.65,25169.5,299204338,31435.17,-0.00130345,24926.51,24882.407,24159.00425,0.004891948,-0.156690071
24-09-2025,25108.75,25149.85,25027.45,25056.9,244382281,22310.05,-0.004473669,24943.7525,24881.899,24160.74675,0.004373281,-0.206501718
25-09-2025,25034.5,25092.7,24878.3,24890.85,342534768,32715.91,-0.006626917,24963.25,24875.8,24161.812,0.004176489,-0.573808145
26-09-2025,24818.55,24868.6,24629.45,24654.7,291537949,29987.93,-0.009487422,24974.6425,24864.653,24161.9905,0.00470456,-0.660191671
29-09-2025,24728.55,24791.3,24606.2,24634.9,394388242,40004.93,-0.000803092,24975.135,24855.122,24162.11475,0.004351801,-0.378712055
30-09-2025,24691.95,24731.8,24587.7,24611.1,304924720,29285.11,-0.000966109,24976.71,24847.976,24161.96125,0.004336276,-0.32743465
01-10-2025,24620.55,24867.95,24605.95,24836.3,308135228,29041.17,0.009150343,24982.7725,24842.888,24163.39925,0.004642085,0.876300489
03-10-2025,24759.55,24904.8,24747.55,24894.25,366929642,31409.06,0.002333278,24990.77,24839.555,24164.029,0.004664278,0.544032505
06-10-2025,24916.55,25095.95,24881.65,25077.65,271953070,25160.76,0.007367163,25007.6025,24836.71,24166.076,0.004922111,0.646558211
07-10-2025,25085.3,25220.9,25076.3,25108.3,286833765,26176.23,0.001222204,25024.36,24837.634,24169.9375,0.004921636,0.091687163
08-10-2025,25079.75,25192.5,25008.5,25046.15,225967495,21701.19,-0.002475277,25033.2375,24841.817,24174.174,0.004910565,-0.133972627
09-10-2025,25074.3,25199.25,25024.3,25181.8,286253252,22617.86,0.005416002,25043.6725,24851.835,24180.3245,0.00496763,0.428725827
10-10-2025,25167.65,25330.75,25156.85,25285.35,232943306,21749.23,0.004112097,25057.665,24861.12,24188.81375,0.005033,0.467663846
13-10-2025,25177.3,25267.3,25152.3,25227.35,234285202,20806.83,-0.002293818,25063.3325,24868.566,24196.18325,0.004989826,0.19879018
14-10-2025,25277.55,25310.35,25060.55,25145.5,292129083,24151.97,-0.003244495,25067.1475,24876.109,24203.2725,0.005031475,-0.522400312
15-10-2025,25181.95,25365.15,25159.35,25323.55,289930172,25202.02,0.00708079,25071.37,24891.273,24211.13925,0.005052886,0.562307526
16-10-2025,25394.9,25625.4,25376.85,25585.3,372777021,32008.64,0.010336229,25084.1225,24908.524,24219.99875,0.005497491,0.749756841
17-10-2025,25546.85,25781.5,25508.6,25709.85,422055809,35106.96,0.00486803,25098.435,24929.73,24230.3235,0.005539584,0.638043438
20-10-2025,25824.6,25926.2,25788.5,25843.15,301133193,29637.12,0.005184783,25124.24,24955.109,24241.31525,0.005530571,0.071830735
21-10-2025,25901.2,25934.35,25825.8,25868.6,42477128,3831.1,0.000984787,25157.5525,24980.558,24251.94375,0.005351062,-0.125862894
23-10-2025,26057.2,26104.2,25862.45,25891.4,448404894,41777.68,0.000881377,25193.6475,25011.12,24260.4575,0.005316898,-0.636292464
24-10-2025,25935.1,25944.15,25718.2,25795.15,284913477,23527.98,-0.003717451,25230.56,25035.322,24269.4095,0.005275243,-0.539616196
27-10-2025,25843.2,26005.95,25827,25966.05,266337274,23989.06,0.006625276,25284.32,25064.895,24281.1595,0.005031867,0.475366828
28-10-2025,25939.95,26041.7,25810.05,25936.2,395231207,37023.32,-0.001149578,25348.395,25091.232,24292.301,0.004312835,-0.014456466
29-10-2025,25982,26097.85,25960.3,26053.9,321880610,26309.32,0.004538059,25419.345,25119.684,24304.12575,0.004259601,0.276730044
30-10-2025,25984.4,26032.05,25845.25,25877.85,257373001,24180.46,-0.006757146,25482.6825,25139.702,24315.8825,0.004703668,-0.410053725
31-10-2025,25863.8,25953.75,25711.2,25722.1,334384400,28788.4,-0.006018661,25526.9725,25154.531,24327.3355,0.004800783,-0.547869996
03-11-2025,25696.85,25803.1,25645.5,25763.35,275858501,23949.88,0.001603679,25570.4275,25168.787,24340.7225,0.004799006,0.258786583
04-11-2025,25744.75,25787.4,25578.4,25597.65,305143084,29307.41,-0.006431617,25596.4275,25179.065,24352.8305,0.004935602,-0.571378631
06-11-2025,25593.35,25679.15,25491.55,25509.7,371852417,36129.62,-0.003435862,25616.4975,25191.857,24364.313,0.005035361,-0.326842715
07-11-2025,25433.8,25551.25,25318.45,25492.3,305606393,35487,-0.000682093,25638.805,25202.348,24375.2155,0.004989629,0.230008886
10-11-2025,25503.5,25653.45,25503.5,25574.35,243592948,25023.65,0.003218619,25658.4325,25219.594,24387.07125,0.004908371,0.277805007
11-11-2025,25617,25715.8,25449.25,25694.95,297714069,28285.51,0.004715662,25678.9125,25243.475,24398.82225,0.004931702,0.30429012
12-11-2025,25834.3,25934.55,25781.15,25875.8,343864299,30633.19,0.007038348,25711.335,25272.454,24413.078,0.005061811,0.16063915
13-11-2025,25906.1,26010.7,25808.4,25879.15,385170023,30145.74,0.000129465,25748.0175,25297.536,24426.697,0.004958179,-0.104029553
14-11-2025,25767.9,25940.2,25740.8,25910.05,518943416,33121.81,0.001194011,25777.3425,25324.145,24440.2205,0.004777809,0.551655354
